fecha,hora,consumo_kwh
2027-02-14,19,37.2
2027-02-14,20,35.79
2027-02-14,21,32.82
2027-02-14,22,29.83
2027-02-14,23,27.83
2027-02-14,24,26.86
2027-02-15,1,47.93
2027-02-15,2,47.94
2027-02-15,3,47.96
2027-02-15,4,48.06
2027-02-15,5,48.38
2027-02-15,6,49.25
2027-02-15,7,51.22
2027-02-15,8,54.88
2027-02-15,9,60.39
2027-02-15,10,66.82
2027-02-15,11,72.2
2027-02-15,12,74.34
2027-02-15,13,72.4
2027-02-15,14,67.67
2027-02-15,15,62.98
2027-02-15,16,61.11
2027-02-15,17,62.85
2027-02-15,18,66.17
2027-02-15,19,67.55
2027-02-15,20,64.98
2027-02-15,21,59.59
2027-02-15,22,54.16
2027-02-15,23,50.53
2027-02-15,24,48.78
2027-02-16,1,47.87
2027-02-16,2,47.87
2027-02-16,3,47.9
2027-02-16,4,47.99
2027-02-16,5,48.31
2027-02-16,6,49.18
2027-02-16,7,51.14
2027-02-16,8,54.81
2027-02-16,9,60.3
2027-02-16,10,66.73
2027-02-16,11,72.09
2027-02-16,12,74.23
2027-02-16,13,72.3
2027-02-16,14,67.57
2027-02-16,15,62.89
2027-02-16,16,61.02
2027-02-16,17,62.76
2027-02-16,18,66.07
2027-02-16,19,67.46
2027-02-16,20,64.89
2027-02-16,21,59.51
2027-02-16,22,54.09
2027-02-16,23,50.46
2027-02-16,24,48.71
2027-02-17,1,47.8
2027-02-17,2,47.8
2027-02-17,3,47.83
2027-02-17,4,47.92
2027-02-17,5,48.24
2027-02-17,6,49.11
2027-02-17,7,51.07
2027-02-17,8,54.73
2027-02-17,9,60.22
2027-02-17,10,66.63
2027-02-17,11,71.99
2027-02-17,12,74.13
2027-02-17,13,72.2
2027-02-17,14,67.47
2027-02-17,15,62.8
2027-02-17,16,60.93
2027-02-17,17,62.67
2027-02-17,18,65.98
2027-02-17,19,67.36
2027-02-17,20,64.8
2027-02-17,21,59.42
2027-02-17,22,54.01
2027-02-17,23,50.39
2027-02-17,24,48.64
2027-02-18,1,47.73
2027-02-18,2,47.73
2027-02-18,3,47.76
2027-02-18,4,47.85
2027-02-18,5,48.17
2027-02-18,6,49.03
2027-02-18,7,50.99
2027-02-18,8,54.65
2027-02-18,9,60.13
2027-02-18,10,66.54
2027-02-18,11,71.88
2027-02-18,12,74.02
2027-02-18,13,72.09
2027-02-18,14,67.37
2027-02-18,15,62.71
2027-02-18,16,60.84
2027-02-18,17,62.57
2027-02-18,18,65.88
2027-02-18,19,67.26
2027-02-18,20,64.7
2027-02-18,21,59.34
2027-02-18,22,53.93
2027-02-18,23,50.31
2027-02-18,24,48.56
2027-02-19,1,47.65
2027-02-19,2,47.66
2027-02-19,3,47.68
2027-02-19,4,47.78
2027-02-19,5,48.09
2027-02-19,6,48.96
2027-02-19,7,50.92
2027-02-19,8,54.56
2027-02-19,9,60.03
2027-02-19,10,66.43
2027-02-19,11,71.77
2027-02-19,12,73.9
2027-02-19,13,71.98
2027-02-19,14,67.27
2027-02-19,15,62.61
2027-02-19,16,60.75
2027-02-19,17,62.48
2027-02-19,18,65.78
2027-02-19,19,67.15
2027-02-19,20,64.6
2027-02-19,21,59.24
2027-02-19,22,53.85
2027-02-19,23,50.23
2027-02-19,24,48.49
2027-02-20,1,26.17
2027-02-20,2,26.17
2027-02-20,3,26.18
2027-02-20,4,26.24
2027-02-20,5,26.41
2027-02-20,6,26.88
2027-02-20,7,27.96
2027-02-20,8,29.96
2027-02-20,9,32.97
2027-02-20,10,36.48
2027-02-20,11,39.41
2027-02-20,12,40.58
2027-02-20,13,39.52
2027-02-20,14,36.94
2027-02-20,15,34.38
2027-02-20,16,33.36
2027-02-20,17,34.31
2027-02-20,18,36.12
2027-02-20,19,36.88
2027-02-20,20,35.47
2027-02-20,21,32.53
2027-02-20,22,29.57
2027-02-20,23,27.58
2027-02-20,24,26.63
2027-02-21,1,26.12
2027-02-21,2,26.13
2027-02-21,3,26.14
2027-02-21,4,26.19
2027-02-21,5,26.37
2027-02-21,6,26.84
2027-02-21,7,27.91
2027-02-21,8,29.91
2027-02-21,9,32.91
2027-02-21,10,36.42
2027-02-21,11,39.35
2027-02-21,12,40.52
2027-02-21,13,39.46
2027-02-21,14,36.88
2027-02-21,15,34.33
2027-02-21,16,33.3
2027-02-21,17,34.25
2027-02-21,18,36.06
2027-02-21,19,36.82
2027-02-21,20,35.42
2027-02-21,21,32.48
2027-02-21,22,29.52
2027-02-21,23,27.54
2027-02-21,24,26.58
2027-02-22,1,47.42
2027-02-22,2,47.42
2027-02-22,3,47.45
2027-02-22,4,47.54
2027-02-22,5,47.86
2027-02-22,6,48.72
2027-02-22,7,50.67
2027-02-22,8,54.29
2027-02-22,9,59.74
2027-02-22,10,66.11
2027-02-22,11,71.42
2027-02-22,12,73.54
2027-02-22,13,71.62
2027-02-22,14,66.94
2027-02-22,15,62.3
2027-02-22,16,60.45
2027-02-22,17,62.17
2027-02-22,18,65.45
2027-02-22,19,66.82
2027-02-22,20,64.28
2027-02-22,21,58.95
2027-02-22,22,53.58
2027-02-22,23,49.99
2027-02-22,24,48.25
2027-02-23,1,47.34
2027-02-23,2,47.34
2027-02-23,3,47.37
2027-02-23,4,47.46
2027-02-23,5,47.77
2027-02-23,6,48.63
2027-02-23,7,50.58
2027-02-23,8,54.2
2027-02-23,9,59.63
2027-02-23,10,65.99
2027-02-23,11,71.29
2027-02-23,12,73.41
2027-02-23,13,71.5
2027-02-23,14,66.82
2027-02-23,15,62.2
2027-02-23,16,60.34
2027-02-23,17,62.06
2027-02-23,18,65.34
2027-02-23,19,66.71
2027-02-23,20,64.17
2027-02-23,21,58.85
2027-02-23,22,53.49
2027-02-23,23,49.9
2027-02-23,24,48.17
2027-02-24,1,47.25
2027-02-24,2,47.26
2027-02-24,3,47.28
2027-02-24,4,47.38
2027-02-24,5,47.69
2027-02-24,6,48.54
2027-02-24,7,50.49
2027-02-24,8,54.1
2027-02-24,9,59.53
2027-02-24,10,65.87
2027-02-24,11,71.17
2027-02-24,12,73.28
2027-02-24,13,71.37
2027-02-24,14,66.7
2027-02-24,15,62.08
2027-02-24,16,60.24
2027-02-24,17,61.95
2027-02-24,18,65.22
2027-02-24,19,66.59
2027-02-24,20,64.06
2027-02-24,21,58.74
2027-02-24,22,53.39
2027-02-24,23,49.81
2027-02-24,24,48.08
2027-02-25,1,47.16
2027-02-25,2,47.17
2027-02-25,3,47.19
2027-02-25,4,47.29
2027-02-25,5,47.6
2027-02-25,6,48.46
2027-02-25,7,50.39
2027-02-25,8,54.0
2027-02-25,9,59.42
2027-02-25,10,65.75
2027-02-25,11,71.04
2027-02-25,12,73.14
2027-02-25,13,71.24
2027-02-25,14,66.58
2027-02-25,15,61.97
2027-02-25,16,60.13
2027-02-25,17,61.84
2027-02-25,18,65.1
2027-02-25,19,66.47
2027-02-25,20,63.94
2027-02-25,21,58.64
2027-02-25,22,53.29
2027-02-25,23,49.72
2027-02-25,24,47.99
2027-02-26,1,47.08
2027-02-26,2,47.08
2027-02-26,3,47.1
2027-02-26,4,47.2
2027-02-26,5,47.51
2027-02-26,6,48.36
2027-02-26,7,50.3
2027-02-26,8,53.9
2027-02-26,9,59.3
2027-02-26,10,65.63
2027-02-26,11,70.9
2027-02-26,12,73.01
2027-02-26,13,71.1
2027-02-26,14,66.45
2027-02-26,15,61.85
2027-02-26,16,60.01
2027-02-26,17,61.72
2027-02-26,18,64.98
2027-02-26,19,66.34
2027-02-26,20,63.82
2027-02-26,21,58.53
2027-02-26,22,53.19
2027-02-26,23,49.62
2027-02-26,24,47.9
2027-02-27,1,25.84
2027-02-27,2,25.84
2027-02-27,3,25.86
2027-02-27,4,25.91
2027-02-27,5,26.08
2027-02-27,6,26.55
2027-02-27,7,27.61
2027-02-27,8,29.59
2027-02-27,9,32.55
2027-02-27,10,36.02
2027-02-27,11,38.92
2027-02-27,12,40.08
2027-02-27,13,39.03
2027-02-27,14,36.48
2027-02-27,15,33.95
2027-02-27,16,32.94
2027-02-27,17,33.88
2027-02-27,18,35.67
2027-02-27,19,36.42
2027-02-27,20,35.03
2027-02-27,21,32.13
2027-02-27,22,29.2
2027-02-27,23,27.24
2027-02-27,24,26.3
2027-02-28,1,25.79
2027-02-28,2,25.79
2027-02-28,3,25.81
2027-02-28,4,25.86
2027-02-28,5,26.03
2027-02-28,6,26.5
2027-02-28,7,27.56
2027-02-28,8,29.53
2027-02-28,9,32.49
2027-02-28,10,35.95
2027-02-28,11,38.84
2027-02-28,12,40.0
2027-02-28,13,38.95
2027-02-28,14,36.41
2027-02-28,15,33.89
2027-02-28,16,32.88
2027-02-28,17,33.81
2027-02-28,18,35.6
2027-02-28,19,36.34
2027-02-28,20,34.96
2027-02-28,21,32.06
2027-02-28,22,29.14
2027-02-28,23,27.19
2027-02-28,24,26.24
2027-03-01,1,46.8
2027-03-01,2,46.8
2027-03-01,3,46.83
2027-03-01,4,46.92
2027-03-01,5,47.23
2027-03-01,6,48.08
2027-03-01,7,50.0
2027-03-01,8,53.58
2027-03-01,9,58.95
2027-03-01,10,65.24
2027-03-01,11,70.48
2027-03-01,12,72.57
2027-03-01,13,70.68
2027-03-01,14,66.06
2027-03-01,15,61.49
2027-03-01,16,59.66
2027-03-01,17,61.35
2027-03-01,18,64.59
2027-03-01,19,65.95
2027-03-01,20,63.44
2027-03-01,21,58.18
2027-03-01,22,52.88
2027-03-01,23,49.33
2027-03-01,24,47.62
2027-03-02,1,46.7
2027-03-02,2,46.7
2027-03-02,3,46.73
2027-03-02,4,46.82
2027-03-02,5,47.13
2027-03-02,6,47.98
2027-03-02,7,49.9
2027-03-02,8,53.47
2027-03-02,9,58.83
2027-03-02,10,65.1
2027-03-02,11,70.33
2027-03-02,12,72.42
2027-03-02,13,70.54
2027-03-02,14,65.92
2027-03-02,15,61.36
2027-03-02,16,59.53
2027-03-02,17,61.23
2027-03-02,18,64.46
2027-03-02,19,65.81
2027-03-02,20,63.31
2027-03-02,21,58.06
2027-03-02,22,52.77
2027-03-02,23,49.23
2027-03-02,24,47.52
2027-03-03,1,46.6
2027-03-03,2,46.6
2027-03-03,3,46.63
2027-03-03,4,46.72
2027-03-03,5,47.03
2027-03-03,6,47.87
2027-03-03,7,49.79
2027-03-03,8,53.35
2027-03-03,9,58.7
2027-03-03,10,64.96
2027-03-03,11,70.18
2027-03-03,12,72.27
2027-03-03,13,70.39
2027-03-03,14,65.78
2027-03-03,15,61.23
2027-03-03,16,59.41
2027-03-03,17,61.1
2027-03-03,18,64.32
2027-03-03,19,65.67
2027-03-03,20,63.17
2027-03-03,21,57.93
2027-03-03,22,52.66
2027-03-03,23,49.12
2027-03-03,24,47.42
2027-03-04,1,46.5
2027-03-04,2,46.5
2027-03-04,3,46.53
2027-03-04,4,46.62
2027-03-04,5,46.93
2027-03-04,6,47.77
2027-03-04,7,49.68
2027-03-04,8,53.24
2027-03-04,9,58.58
2027-03-04,10,64.82
2027-03-04,11,70.03
2027-03-04,12,72.11
2027-03-04,13,70.23
2027-03-04,14,65.64
2027-03-04,15,61.09
2027-03-04,16,59.28
2027-03-04,17,60.96
2027-03-04,18,64.18
2027-03-04,19,65.53
2027-03-04,20,63.03
2027-03-04,21,57.81
2027-03-04,22,52.54
2027-03-04,23,49.02
2027-03-04,24,47.31
2027-03-05,1,46.4
2027-03-05,2,46.4
2027-03-05,3,46.42
2027-03-05,4,46.52
2027-03-05,5,46.82
2027-03-05,6,47.66
2027-03-05,7,49.57
2027-03-05,8,53.12
2027-03-05,9,58.45
2027-03-05,10,64.68
2027-03-05,11,69.88
2027-03-05,12,71.95
2027-03-05,13,70.08
2027-03-05,14,65.49
2027-03-05,15,60.96
2027-03-05,16,59.15
2027-03-05,17,60.83
2027-03-05,18,64.04
2027-03-05,19,65.38
2027-03-05,20,62.89
2027-03-05,21,57.68
2027-03-05,22,52.43
2027-03-05,23,48.91
2027-03-05,24,47.21
2027-03-06,1,25.46
2027-03-06,2,25.46
2027-03-06,3,25.48
2027-03-06,4,25.53
2027-03-06,5,25.69
2027-03-06,6,26.16
2027-03-06,7,27.2
2027-03-06,8,29.15
2027-03-06,9,32.07
2027-03-06,10,35.49
2027-03-06,11,38.35
2027-03-06,12,39.48
2027-03-06,13,38.46
2027-03-06,14,35.94
2027-03-06,15,33.45
2027-03-06,16,32.46
2027-03-06,17,33.38
2027-03-06,18,35.14
2027-03-06,19,35.88
2027-03-06,20,34.51
2027-03-06,21,31.65
2027-03-06,22,28.77
2027-03-06,23,26.84
2027-03-06,24,25.91
2027-03-07,1,25.4
2027-03-07,2,25.4
2027-03-07,3,25.42
2027-03-07,4,25.47
2027-03-07,5,25.64
2027-03-07,6,26.1
2027-03-07,7,27.14
2027-03-07,8,29.08
2027-03-07,9,32.0
2027-03-07,10,35.41
2027-03-07,11,38.26
2027-03-07,12,39.39
2027-03-07,13,38.37
2027-03-07,14,35.86
2027-03-07,15,33.37
2027-03-07,16,32.38
2027-03-07,17,33.3
2027-03-07,18,35.06
2027-03-07,19,35.8
2027-03-07,20,34.43
2027-03-07,21,31.58
2027-03-07,22,28.7
2027-03-07,23,26.78
2027-03-07,24,25.85
2027-03-08,1,46.07
2027-03-08,2,46.08
2027-03-08,3,46.1
2027-03-08,4,46.2
2027-03-08,5,46.5
2027-03-08,6,47.34
2027-03-08,7,49.23
2027-03-08,8,52.75
2027-03-08,9,58.04
2027-03-08,10,64.23
2027-03-08,11,69.39
2027-03-08,12,71.45
2027-03-08,13,69.59
2027-03-08,14,65.04
2027-03-08,15,60.54
2027-03-08,16,58.74
2027-03-08,17,60.41
2027-03-08,18,63.6
2027-03-08,19,64.93
2027-03-08,20,62.46
2027-03-08,21,57.28
2027-03-08,22,52.06
2027-03-08,23,48.57
2027-03-08,24,46.88
2027-03-09,1,45.96
2027-03-09,2,45.97
2027-03-09,3,45.99
2027-03-09,4,46.09
2027-03-09,5,46.39
2027-03-09,6,47.22
2027-03-09,7,49.11
2027-03-09,8,52.63
2027-03-09,9,57.9
2027-03-09,10,64.08
2027-03-09,11,69.23
2027-03-09,12,71.28
2027-03-09,13,69.43
2027-03-09,14,64.88
2027-03-09,15,60.39
2027-03-09,16,58.6
2027-03-09,17,60.26
2027-03-09,18,63.45
2027-03-09,19,64.77
2027-03-09,20,62.31
2027-03-09,21,57.14
2027-03-09,22,51.94
2027-03-09,23,48.45
2027-03-09,24,46.77
2027-03-10,1,45.85
2027-03-10,2,45.86
2027-03-10,3,45.88
2027-03-10,4,45.97
2027-03-10,5,46.28
2027-03-10,6,47.11
2027-03-10,7,48.99
2027-03-10,8,52.5
2027-03-10,9,57.76
2027-03-10,10,63.92
2027-03-10,11,69.06
2027-03-10,12,71.11
2027-03-10,13,69.26
2027-03-10,14,64.73
2027-03-10,15,60.24
2027-03-10,16,58.45
2027-03-10,17,60.11
2027-03-10,18,63.29
2027-03-10,19,64.62
2027-03-10,20,62.16
2027-03-10,21,57.0
2027-03-10,22,51.81
2027-03-10,23,48.33
2027-03-10,24,46.66
2027-03-11,1,45.74
2027-03-11,2,45.74
2027-03-11,3,45.77
2027-03-11,4,45.86
2027-03-11,5,46.16
2027-03-11,6,46.99
2027-03-11,7,48.87
2027-03-11,8,52.37
2027-03-11,9,57.62
2027-03-11,10,63.76
2027-03-11,11,68.89
2027-03-11,12,70.93
2027-03-11,13,69.08
2027-03-11,14,64.57
2027-03-11,15,60.1
2027-03-11,16,58.31
2027-03-11,17,59.97
2027-03-11,18,63.13
2027-03-11,19,64.46
2027-03-11,20,62.0
2027-03-11,21,56.86
2027-03-11,22,51.68
2027-03-11,23,48.21
2027-03-11,24,46.54
2027-03-12,1,45.62
2027-03-12,2,45.63
2027-03-12,3,45.65
2027-03-12,4,45.74
2027-03-12,5,46.04
2027-03-12,6,46.87
2027-03-12,7,48.75
2027-03-12,8,52.24
2027-03-12,9,57.47
2027-03-12,10,63.6
2027-03-12,11,68.71
2027-03-12,12,70.75
2027-03-12,13,68.91
2027-03-12,14,64.4
2027-03-12,15,59.94
2027-03-12,16,58.16
2027-03-12,17,59.81
2027-03-12,18,62.97
2027-03-12,19,64.29
2027-03-12,20,61.85
2027-03-12,21,56.72
2027-03-12,22,51.55
2027-03-12,23,48.09
2027-03-12,24,46.42
2027-03-13,1,25.03
2027-03-13,2,25.03
2027-03-13,3,25.04
2027-03-13,4,25.09
2027-03-13,5,25.26
2027-03-13,6,25.71
2027-03-13,7,26.74
2027-03-13,8,28.66
2027-03-13,9,31.53
2027-03-13,10,34.89
2027-03-13,11,37.69
2027-03-13,12,38.81
2027-03-13,13,37.8
2027-03-13,14,35.33
2027-03-13,15,32.88
2027-03-13,16,31.91
2027-03-13,17,32.81
2027-03-13,18,34.55
2027-03-13,19,35.27
2027-03-13,20,33.93
2027-03-13,21,31.11
2027-03-13,22,28.28
2027-03-13,23,26.38
2027-03-13,24,25.47
2027-03-14,1,24.96
2027-03-14,2,24.96
2027-03-14,3,24.98
2027-03-14,4,25.03
2027-03-14,5,25.19
2027-03-14,6,25.65
2027-03-14,7,26.67
2027-03-14,8,28.58
2027-03-14,9,31.45
2027-03-14,10,34.8
2027-03-14,11,37.6
2027-03-14,12,38.71
2027-03-14,13,37.7
2027-03-14,14,35.24
2027-03-14,15,32.8
2027-03-14,16,31.82
2027-03-14,17,32.73
2027-03-14,18,34.46
2027-03-14,19,35.18
2027-03-14,20,33.84
2027-03-14,21,31.03
2027-03-14,22,28.21
2027-03-14,23,26.31
2027-03-14,24,25.4
2027-03-15,1,45.27
2027-03-15,2,45.27
2027-03-15,3,45.29
2027-03-15,4,45.38
2027-03-15,5,45.68
2027-03-15,6,46.5
2027-03-15,7,48.36
2027-03-15,8,51.83
2027-03-15,9,57.02
2027-03-15,10,63.1
2027-03-15,11,68.17
2027-03-15,12,70.2
2027-03-15,13,68.37
2027-03-15,14,63.9
2027-03-15,15,59.47
2027-03-15,16,57.7
2027-03-15,17,59.35
2027-03-15,18,62.48
2027-03-15,19,63.79
2027-03-15,20,61.36
2027-03-15,21,56.27
2027-03-15,22,51.15
2027-03-15,23,47.72
2027-03-15,24,46.06
2027-03-16,1,45.14
2027-03-16,2,45.15
2027-03-16,3,45.17
2027-03-16,4,45.26
2027-03-16,5,45.56
2027-03-16,6,46.38
2027-03-16,7,48.23
2027-03-16,8,51.69
2027-03-16,9,56.87
2027-03-16,10,62.93
2027-03-16,11,67.99
2027-03-16,12,70.01
2027-03-16,13,68.19
2027-03-16,14,63.73
2027-03-16,15,59.31
2027-03-16,16,57.55
2027-03-16,17,59.19
2027-03-16,18,62.31
2027-03-16,19,63.62
2027-03-16,20,61.2
2027-03-16,21,56.12
2027-03-16,22,51.01
2027-03-16,23,47.59
2027-03-16,24,45.94
2027-03-17,1,45.02
2027-03-17,2,45.02
2027-03-17,3,45.05
2027-03-17,4,45.14
2027-03-17,5,45.44
2027-03-17,6,46.25
2027-03-17,7,48.1
2027-03-17,8,51.54
2027-03-17,9,56.71
2027-03-17,10,62.76
2027-03-17,11,67.8
2027-03-17,12,69.82
2027-03-17,13,68.0
2027-03-17,14,63.55
2027-03-17,15,59.15
2027-03-17,16,57.39
2027-03-17,17,59.02
2027-03-17,18,62.14
2027-03-17,19,63.44
2027-03-17,20,61.03
2027-03-17,21,55.97
2027-03-17,22,50.87
2027-03-17,23,47.46
2027-03-17,24,45.81
2027-03-18,1,44.89
2027-03-18,2,44.9
2027-03-18,3,44.92
2027-03-18,4,45.01
2027-03-18,5,45.31
2027-03-18,6,46.12
2027-03-18,7,47.97
2027-03-18,8,51.4
2027-03-18,9,56.56
2027-03-18,10,62.59
2027-03-18,11,67.62
2027-03-18,12,69.62
2027-03-18,13,67.81
2027-03-18,14,63.37
2027-03-18,15,58.99
2027-03-18,16,57.23
2027-03-18,17,58.86
2027-03-18,18,61.97
2027-03-18,19,63.27
2027-03-18,20,60.86
2027-03-18,21,55.81
2027-03-18,22,50.73
2027-03-18,23,47.32
2027-03-18,24,45.68
2027-03-19,1,44.77
2027-03-19,2,44.77
2027-03-19,3,44.8
2027-03-19,4,44.89
2027-03-19,5,45.18
2027-03-19,6,45.99
2027-03-19,7,47.83
2027-03-19,8,51.26
2027-03-19,9,56.4
2027-03-19,10,62.41
2027-03-19,11,67.43
2027-03-19,12,69.43
2027-03-19,13,67.62
2027-03-19,14,63.2
2027-03-19,15,58.82
2027-03-19,16,57.07
2027-03-19,17,58.69
2027-03-19,18,61.79
2027-03-19,19,63.09
2027-03-19,20,60.69
2027-03-19,21,55.66
2027-03-19,22,50.59
2027-03-19,23,47.19
2027-03-19,24,45.55
2027-03-20,1,24.55
2027-03-20,2,24.55
2027-03-20,3,24.57
2027-03-20,4,24.62
2027-03-20,5,24.78
2027-03-20,6,25.22
2027-03-20,7,26.23
2027-03-20,8,28.11
2027-03-20,9,30.93
2027-03-20,10,34.23
2027-03-20,11,36.98
2027-03-20,12,38.08
2027-03-20,13,37.08
2027-03-20,14,34.66
2027-03-20,15,32.26
2027-03-20,16,31.3
2027-03-20,17,32.19
2027-03-20,18,33.89
2027-03-20,19,34.6
2027-03-20,20,33.28
2027-03-20,21,30.52
2027-03-20,22,27.74
2027-03-20,23,25.88
2027-03-20,24,24.98
2027-03-21,1,24.48
2027-03-21,2,24.48
2027-03-21,3,24.5
2027-03-21,4,24.54
2027-03-21,5,24.71
2027-03-21,6,25.15
2027-03-21,7,26.16
2027-03-21,8,28.03
2027-03-21,9,30.84
2027-03-21,10,34.13
2027-03-21,11,36.87
2027-03-21,12,37.97
2027-03-21,13,36.98
2027-03-21,14,34.56
2027-03-21,15,32.16
2027-03-21,16,31.21
2027-03-21,17,32.1
2027-03-21,18,33.79
2027-03-21,19,34.5
2027-03-21,20,33.19
2027-03-21,21,30.43
2027-03-21,22,27.66
2027-03-21,23,25.81
2027-03-21,24,24.91
2027-03-22,1,44.38
2027-03-22,2,44.38
2027-03-22,3,44.41
2027-03-22,4,44.5
2027-03-22,5,44.79
2027-03-22,6,45.59
2027-03-22,7,47.42
2027-03-22,8,50.81
2027-03-22,9,55.91
2027-03-22,10,61.87
2027-03-22,11,66.84
2027-03-22,12,68.82
2027-03-22,13,67.03
2027-03-22,14,62.65
2027-03-22,15,58.31
2027-03-22,16,56.57
2027-03-22,17,58.18
2027-03-22,18,61.26
2027-03-22,19,62.54
2027-03-22,20,60.16
2027-03-22,21,55.17
2027-03-22,22,50.15
2027-03-22,23,46.78
2027-03-22,24,45.16
2027-03-23,1,44.25
2027-03-23,2,44.25
2027-03-23,3,44.27
2027-03-23,4,44.36
2027-03-23,5,44.66
2027-03-23,6,45.46
2027-03-23,7,47.28
2027-03-23,8,50.66
2027-03-23,9,55.74
2027-03-23,10,61.68
2027-03-23,11,66.64
2027-03-23,12,68.62
2027-03-23,13,66.83
2027-03-23,14,62.46
2027-03-23,15,58.14
2027-03-23,16,56.41
2027-03-23,17,58.01
2027-03-23,18,61.08
2027-03-23,19,62.35
2027-03-23,20,59.98
2027-03-23,21,55.01
2027-03-23,22,50.0
2027-03-23,23,46.64
2027-03-23,24,45.02
2027-03-24,1,44.11
2027-03-24,2,44.12
2027-03-24,3,44.14
2027-03-24,4,44.23
2027-03-24,5,44.52
2027-03-24,6,45.32
2027-03-24,7,47.13
2027-03-24,8,50.51
2027-03-24,9,55.57
2027-03-24,10,61.5
2027-03-24,11,66.44
2027-03-24,12,68.41
2027-03-24,13,66.63
2027-03-24,14,62.27
2027-03-24,15,57.96
2027-03-24,16,56.24
2027-03-24,17,57.84
2027-03-24,18,60.89
2027-03-24,19,62.17
2027-03-24,20,59.8
2027-03-24,21,54.84
2027-03-24,22,49.85
2027-03-24,23,46.5
2027-03-24,24,44.89
2027-03-25,1,43.98
2027-03-25,2,43.98
2027-03-25,3,44.01
2027-03-25,4,44.1
2027-03-25,5,44.39
2027-03-25,6,45.18
2027-03-25,7,46.99
2027-03-25,8,50.35
2027-03-25,9,55.4
2027-03-25,10,61.31
2027-03-25,11,66.24
2027-03-25,12,68.2
2027-03-25,13,66.43
2027-03-25,14,62.08
2027-03-25,15,57.78
2027-03-25,16,56.07
2027-03-25,17,57.66
2027-03-25,18,60.71
2027-03-25,19,61.98
2027-03-25,20,59.62
2027-03-25,21,54.68
2027-03-25,22,49.7
2027-03-25,23,46.36
2027-03-25,24,44.75
2027-03-26,1,43.84
2027-03-26,2,43.85
2027-03-26,3,43.87
2027-03-26,4,43.96
2027-03-26,5,44.25
2027-03-26,6,45.04
2027-03-26,7,46.84
2027-03-26,8,50.2
2027-03-26,9,55.23
2027-03-26,10,61.12
2027-03-26,11,66.03
2027-03-26,12,67.99
2027-03-26,13,66.22
2027-03-26,14,61.89
2027-03-26,15,57.61
2027-03-26,16,55.89
2027-03-26,17,57.48
2027-03-26,18,60.52
2027-03-26,19,61.79
2027-03-26,20,59.44
2027-03-26,21,54.51
2027-03-26,22,49.54
2027-03-26,23,46.22
2027-03-26,24,44.61
2027-03-27,1,24.04
2027-03-27,2,24.04
2027-03-27,3,24.05
2027-03-27,4,24.1
2027-03-27,5,24.26
2027-03-27,6,24.7
2027-03-27,7,25.68
2027-03-27,8,27.52
2027-03-27,9,30.28
2027-03-27,10,33.51
2027-03-27,11,36.21
2027-03-27,12,37.28
2027-03-27,13,36.31
2027-03-27,14,33.93
2027-03-27,15,31.58
2027-03-27,16,30.64
2027-03-27,17,31.52
2027-03-27,18,33.18
2027-03-27,19,33.88
2027-03-27,20,32.59
2027-03-27,21,29.89
2027-03-27,22,27.16
2027-03-27,23,25.34
2027-03-27,24,24.46
2027-03-28,1,23.96
2027-03-28,2,23.97
2027-03-28,3,24.03
2027-03-28,4,24.18
2027-03-28,5,24.62
2027-03-28,6,25.6
2027-03-28,7,27.44
2027-03-28,8,30.19
2027-03-28,9,33.41
2027-03-28,10,36.09
2027-03-28,11,37.16
2027-03-28,12,36.19
2027-03-28,13,33.83
2027-03-28,14,31.48
2027-03-28,15,30.55
2027-03-28,16,31.42
2027-03-28,17,33.08
2027-03-28,18,33.77
2027-03-28,19,32.48
2027-03-28,20,29.79
2027-03-28,21,27.08
2027-03-28,22,25.26
2027-03-28,23,24.38
2027-03-29,1,43.43
2027-03-29,2,43.43
2027-03-29,3,43.46
2027-03-29,4,43.54
2027-03-29,5,43.83
2027-03-29,6,44.62
2027-03-29,7,46.4
2027-03-29,8,49.72
2027-03-29,9,54.71
2027-03-29,10,60.54
2027-03-29,11,65.41
2027-03-29,12,67.35
2027-03-29,13,65.6
2027-03-29,14,61.31
2027-03-29,15,57.06
2027-03-29,16,55.36
2027-03-29,17,56.94
2027-03-29,18,59.95
2027-03-29,19,61.2
2027-03-29,20,58.87
2027-03-29,21,53.99
2027-03-29,22,49.07
2027-03-29,23,45.78
2027-03-29,24,44.19
2027-03-30,1,43.29
2027-03-30,2,43.29
2027-03-30,3,43.32
2027-03-30,4,43.4
2027-03-30,5,43.69
2027-03-30,6,44.47
2027-03-30,7,46.25
2027-03-30,8,49.56
2027-03-30,9,54.54
2027-03-30,10,60.35
2027-03-30,11,65.2
2027-03-30,12,67.14
2027-03-30,13,65.39
2027-03-30,14,61.11
2027-03-30,15,56.88
2027-03-30,16,55.19
2027-03-30,17,56.76
2027-03-30,18,59.75
2027-03-30,19,61.01
2027-03-30,20,58.68
2027-03-30,21,53.82
2027-03-30,22,48.92
2027-03-30,23,45.63
2027-03-30,24,44.05
2027-03-31,1,43.15
2027-03-31,2,43.15
2027-03-31,3,43.18
2027-03-31,4,43.26
2027-03-31,5,43.55
2027-03-31,6,44.33
2027-03-31,7,46.1
2027-03-31,8,49.4
2027-03-31,9,54.36
2027-03-31,10,60.15
2027-03-31,11,64.99
2027-03-31,12,66.92
2027-03-31,13,65.17
2027-03-31,14,60.91
