fecha,hora,generacion_kwh
2027-02-14,19,3.21
2027-02-14,20,0.82
2027-02-14,21,0.16
2027-02-14,22,0.02
2027-02-14,23,0.0
2027-02-14,24,0.0
2027-02-15,1,0.0
2027-02-15,2,0.0
2027-02-15,3,0.0
2027-02-15,4,0.0
2027-02-15,5,0.0
2027-02-15,6,0.01
2027-02-15,7,0.05
2027-02-15,8,0.29
2027-02-15,9,1.4
2027-02-15,10,5.18
2027-02-15,11,14.66
2027-02-15,12,31.77
2027-02-15,13,52.73
2027-02-15,14,67.04
2027-02-15,15,65.27
2027-02-15,16,48.68
2027-02-15,17,27.8
2027-02-15,18,12.16
2027-02-15,19,4.08
2027-02-15,20,1.05
2027-02-15,21,0.21
2027-02-15,22,0.03
2027-02-15,23,0.0
2027-02-15,24,0.0
2027-02-16,1,0.0
2027-02-16,2,0.0
2027-02-16,3,0.0
2027-02-16,4,0.0
2027-02-16,5,0.0
2027-02-16,6,0.01
2027-02-16,7,0.05
2027-02-16,8,0.32
2027-02-16,9,1.52
2027-02-16,10,5.63
2027-02-16,11,15.92
2027-02-16,12,34.49
2027-02-16,13,57.24
2027-02-16,14,72.77
2027-02-16,15,70.86
2027-02-16,16,52.84
2027-02-16,17,30.18
2027-02-16,18,13.21
2027-02-16,19,4.43
2027-02-16,20,1.14
2027-02-16,21,0.22
2027-02-16,22,0.03
2027-02-16,23,0.0
2027-02-16,24,0.0
2027-02-17,1,0.0
2027-02-17,2,0.0
2027-02-17,3,0.0
2027-02-17,4,0.0
2027-02-17,5,0.0
2027-02-17,6,0.0
2027-02-17,7,0.04
2027-02-17,8,0.22
2027-02-17,9,1.07
2027-02-17,10,3.94
2027-02-17,11,11.14
2027-02-17,12,24.15
2027-02-17,13,40.08
2027-02-17,14,50.95
2027-02-17,15,49.61
2027-02-17,16,37.0
2027-02-17,17,21.13
2027-02-17,18,9.25
2027-02-17,19,3.1
2027-02-17,20,0.8
2027-02-17,21,0.16
2027-02-17,22,0.02
2027-02-17,23,0.0
2027-02-17,24,0.0
2027-02-18,1,0.0
2027-02-18,2,0.0
2027-02-18,3,0.0
2027-02-18,4,0.0
2027-02-18,5,0.0
2027-02-18,6,0.01
2027-02-18,7,0.06
2027-02-18,8,0.38
2027-02-18,9,1.85
2027-02-18,10,6.84
2027-02-18,11,19.34
2027-02-18,12,41.91
2027-02-18,13,69.55
2027-02-18,14,88.42
2027-02-18,15,86.09
2027-02-18,16,64.21
2027-02-18,17,36.68
2027-02-18,18,16.05
2027-02-18,19,5.38
2027-02-18,20,1.38
2027-02-18,21,0.27
2027-02-18,22,0.04
2027-02-18,23,0.0
2027-02-18,24,0.0
2027-02-19,1,0.0
2027-02-19,2,0.0
2027-02-19,3,0.0
2027-02-19,4,0.0
2027-02-19,5,0.0
2027-02-19,6,0.0
2027-02-19,7,0.03
2027-02-19,8,0.2
2027-02-19,9,0.95
2027-02-19,10,3.52
2027-02-19,11,9.97
2027-02-19,12,21.61
2027-02-19,13,35.86
2027-02-19,14,45.59
2027-02-19,15,44.39
2027-02-19,16,33.1
2027-02-19,17,18.91
2027-02-19,18,8.27
2027-02-19,19,2.77
2027-02-19,20,0.71
2027-02-19,21,0.14
2027-02-19,22,0.02
2027-02-19,23,0.0
2027-02-19,24,0.0
2027-02-20,1,0.0
2027-02-20,2,0.0
2027-02-20,3,0.0
2027-02-20,4,0.0
2027-02-20,5,0.0
2027-02-20,6,0.01
2027-02-20,7,0.06
2027-02-20,8,0.39
2027-02-20,9,1.86
2027-02-20,10,6.88
2027-02-20,11,19.47
2027-02-20,12,42.2
2027-02-20,13,70.04
2027-02-20,14,89.04
2027-02-20,15,86.69
2027-02-20,16,64.65
2027-02-20,17,36.93
2027-02-20,18,16.16
2027-02-20,19,5.41
2027-02-20,20,1.39
2027-02-20,21,0.27
2027-02-20,22,0.04
2027-02-20,23,0.0
2027-02-20,24,0.0
2027-02-21,1,0.0
2027-02-21,2,0.0
2027-02-21,3,0.0
2027-02-21,4,0.0
2027-02-21,5,0.0
2027-02-21,6,0.0
2027-02-21,7,0.04
2027-02-21,8,0.25
2027-02-21,9,1.19
2027-02-21,10,4.4
2027-02-21,11,12.44
2027-02-21,12,26.96
2027-02-21,13,44.75
2027-02-21,14,56.89
2027-02-21,15,55.39
2027-02-21,16,41.31
2027-02-21,17,23.6
2027-02-21,18,10.32
2027-02-21,19,3.46
2027-02-21,20,0.89
2027-02-21,21,0.17
2027-02-21,22,0.03
2027-02-21,23,0.0
2027-02-21,24,0.0
2027-02-22,1,0.0
2027-02-22,2,0.0
2027-02-22,3,0.0
2027-02-22,4,0.0
2027-02-22,5,0.0
2027-02-22,6,0.01
2027-02-22,7,0.05
2027-02-22,8,0.32
2027-02-22,9,1.56
2027-02-22,10,5.77
2027-02-22,11,16.34
2027-02-22,12,35.4
2027-02-22,13,58.75
2027-02-22,14,74.69
2027-02-22,15,72.73
2027-02-22,16,54.24
2027-02-22,17,30.98
2027-02-22,18,13.55
2027-02-22,19,4.54
2027-02-22,20,1.17
2027-02-22,21,0.23
2027-02-22,22,0.03
2027-02-22,23,0.0
2027-02-22,24,0.0
2027-02-23,1,0.0
2027-02-23,2,0.0
2027-02-23,3,0.0
2027-02-23,4,0.0
2027-02-23,5,0.0
2027-02-23,6,0.01
2027-02-23,7,0.05
2027-02-23,8,0.34
2027-02-23,9,1.65
2027-02-23,10,6.08
2027-02-23,11,17.2
2027-02-23,12,37.26
2027-02-23,13,61.85
2027-02-23,14,78.62
2027-02-23,15,76.55
2027-02-23,16,57.09
2027-02-23,17,32.61
2027-02-23,18,14.27
2027-02-23,19,4.78
2027-02-23,20,1.23
2027-02-23,21,0.24
2027-02-23,22,0.04
2027-02-23,23,0.0
2027-02-23,24,0.0
2027-02-24,1,0.0
2027-02-24,2,0.0
2027-02-24,3,0.0
2027-02-24,4,0.0
2027-02-24,5,0.0
2027-02-24,6,0.0
2027-02-24,7,0.04
2027-02-24,8,0.25
2027-02-24,9,1.19
2027-02-24,10,4.39
2027-02-24,11,12.41
2027-02-24,12,26.89
2027-02-24,13,44.62
2027-02-24,14,56.73
2027-02-24,15,55.24
2027-02-24,16,41.19
2027-02-24,17,23.53
2027-02-24,18,10.29
2027-02-24,19,3.45
2027-02-24,20,0.89
2027-02-24,21,0.17
2027-02-24,22,0.03
2027-02-24,23,0.0
2027-02-24,24,0.0
2027-02-25,1,0.0
2027-02-25,2,0.0
2027-02-25,3,0.0
2027-02-25,4,0.0
2027-02-25,5,0.0
2027-02-25,6,0.01
2027-02-25,7,0.07
2027-02-25,8,0.42
2027-02-25,9,2.02
2027-02-25,10,7.45
2027-02-25,11,21.08
2027-02-25,12,45.69
2027-02-25,13,75.83
2027-02-25,14,96.4
2027-02-25,15,93.86
2027-02-25,16,70.0
2027-02-25,17,39.99
2027-02-25,18,17.49
2027-02-25,19,5.86
2027-02-25,20,1.5
2027-02-25,21,0.3
2027-02-25,22,0.04
2027-02-25,23,0.01
2027-02-25,24,0.0
2027-02-26,1,0.0
2027-02-26,2,0.0
2027-02-26,3,0.0
2027-02-26,4,0.0
2027-02-26,5,0.0
2027-02-26,6,0.0
2027-02-26,7,0.03
2027-02-26,8,0.22
2027-02-26,9,1.04
2027-02-26,10,3.85
2027-02-26,11,10.9
2027-02-26,12,23.62
2027-02-26,13,39.21
2027-02-26,14,49.84
2027-02-26,15,48.53
2027-02-26,16,36.19
2027-02-26,17,20.67
2027-02-26,18,9.04
2027-02-26,19,3.03
2027-02-26,20,0.78
2027-02-26,21,0.15
2027-02-26,22,0.02
2027-02-26,23,0.0
2027-02-26,24,0.0
2027-02-27,1,0.0
2027-02-27,2,0.0
2027-02-27,3,0.0
2027-02-27,4,0.0
2027-02-27,5,0.0
2027-02-27,6,0.01
2027-02-27,7,0.07
2027-02-27,8,0.43
2027-02-27,9,2.05
2027-02-27,10,7.58
2027-02-27,11,21.45
2027-02-27,12,46.48
2027-02-27,13,77.15
2027-02-27,14,98.07
2027-02-27,15,95.49
2027-02-27,16,71.21
2027-02-27,17,40.68
2027-02-27,18,17.8
2027-02-27,19,5.96
2027-02-27,20,1.53
2027-02-27,21,0.3
2027-02-27,22,0.05
2027-02-27,23,0.01
2027-02-27,24,0.0
2027-02-28,1,0.0
2027-02-28,2,0.0
2027-02-28,3,0.0
2027-02-28,4,0.0
2027-02-28,5,0.0
2027-02-28,6,0.01
2027-02-28,7,0.04
2027-02-28,8,0.27
2027-02-28,9,1.28
2027-02-28,10,4.73
2027-02-28,11,13.38
2027-02-28,12,29.0
2027-02-28,13,48.14
2027-02-28,14,61.2
2027-02-28,15,59.59
2027-02-28,16,44.44
2027-02-28,17,25.38
2027-02-28,18,11.11
2027-02-28,19,3.72
2027-02-28,20,0.96
2027-02-28,21,0.19
2027-02-28,22,0.03
2027-02-28,23,0.0
2027-02-28,24,0.0
2027-03-01,1,0.0
2027-03-01,2,0.0
2027-03-01,3,0.0
2027-03-01,4,0.0
2027-03-01,5,0.0
2027-03-01,6,0.01
2027-03-01,7,0.06
2027-03-01,8,0.36
2027-03-01,9,1.74
2027-03-01,10,6.41
2027-03-01,11,18.14
2027-03-01,12,39.32
2027-03-01,13,65.26
2027-03-01,14,82.96
2027-03-01,15,80.78
2027-03-01,16,60.24
2027-03-01,17,34.41
2027-03-01,18,15.06
2027-03-01,19,5.04
2027-03-01,20,1.29
2027-03-01,21,0.25
2027-03-01,22,0.04
2027-03-01,23,0.0
2027-03-01,24,0.0
2027-03-02,1,0.0
2027-03-02,2,0.0
2027-03-02,3,0.0
2027-03-02,4,0.0
2027-03-02,5,0.0
2027-03-02,6,0.01
2027-03-02,7,0.06
2027-03-02,8,0.37
2027-03-02,9,1.77
2027-03-02,10,6.54
2027-03-02,11,18.52
2027-03-02,12,40.12
2027-03-02,13,66.6
2027-03-02,14,84.66
2027-03-02,15,82.43
2027-03-02,16,61.48
2027-03-02,17,35.12
2027-03-02,18,15.36
2027-03-02,19,5.15
2027-03-02,20,1.32
2027-03-02,21,0.26
2027-03-02,22,0.04
2027-03-02,23,0.0
2027-03-02,24,0.0
2027-03-03,1,0.0
2027-03-03,2,0.0
2027-03-03,3,0.0
2027-03-03,4,0.0
2027-03-03,5,0.0
2027-03-03,6,0.01
2027-03-03,7,0.04
2027-03-03,8,0.27
2027-03-03,9,1.32
2027-03-03,10,4.87
2027-03-03,11,13.78
2027-03-03,12,29.86
2027-03-03,13,49.55
2027-03-03,14,63.0
2027-03-03,15,61.34
2027-03-03,16,45.74
2027-03-03,17,26.13
2027-03-03,18,11.43
2027-03-03,19,3.83
2027-03-03,20,0.98
2027-03-03,21,0.19
2027-03-03,22,0.03
2027-03-03,23,0.0
2027-03-03,24,0.0
2027-03-04,1,0.0
2027-03-04,2,0.0
2027-03-04,3,0.0
2027-03-04,4,0.0
2027-03-04,5,0.0
2027-03-04,6,0.01
2027-03-04,7,0.07
2027-03-04,8,0.45
2027-03-04,9,2.19
2027-03-04,10,8.09
2027-03-04,11,22.9
2027-03-04,12,49.62
2027-03-04,13,82.36
2027-03-04,14,104.69
2027-03-04,15,101.94
2027-03-04,16,76.02
2027-03-04,17,43.43
2027-03-04,18,19.0
2027-03-04,19,6.37
2027-03-04,20,1.63
2027-03-04,21,0.32
2027-03-04,22,0.05
2027-03-04,23,0.01
2027-03-04,24,0.0
2027-03-05,1,0.0
2027-03-05,2,0.0
2027-03-05,3,0.0
2027-03-05,4,0.0
2027-03-05,5,0.0
2027-03-05,6,0.0
2027-03-05,7,0.04
2027-03-05,8,0.24
2027-03-05,9,1.14
2027-03-05,10,4.2
2027-03-05,11,11.89
2027-03-05,12,25.77
2027-03-05,13,42.77
2027-03-05,14,54.37
2027-03-05,15,52.94
2027-03-05,16,39.48
2027-03-05,17,22.55
2027-03-05,18,9.87
2027-03-05,19,3.31
2027-03-05,20,0.85
2027-03-05,21,0.17
2027-03-05,22,0.03
2027-03-05,23,0.0
2027-03-05,24,0.0
2027-03-06,1,0.0
2027-03-06,2,0.0
2027-03-06,3,0.0
2027-03-06,4,0.0
2027-03-06,5,0.0
2027-03-06,6,0.01
2027-03-06,7,0.07
2027-03-06,8,0.47
2027-03-06,9,2.25
2027-03-06,10,8.32
2027-03-06,11,23.53
2027-03-06,12,50.98
2027-03-06,13,84.62
2027-03-06,14,107.57
2027-03-06,15,104.74
2027-03-06,16,78.11
2027-03-06,17,44.62
2027-03-06,18,19.52
2027-03-06,19,6.54
2027-03-06,20,1.68
2027-03-06,21,0.33
2027-03-06,22,0.05
2027-03-06,23,0.01
2027-03-06,24,0.0
2027-03-07,1,0.0
2027-03-07,2,0.0
2027-03-07,3,0.0
2027-03-07,4,0.0
2027-03-07,5,0.0
2027-03-07,6,0.01
2027-03-07,7,0.05
2027-03-07,8,0.28
2027-03-07,9,1.37
2027-03-07,10,5.07
2027-03-07,11,14.35
2027-03-07,12,31.09
2027-03-07,13,51.61
2027-03-07,14,65.61
2027-03-07,15,63.88
2027-03-07,16,47.64
2027-03-07,17,27.21
2027-03-07,18,11.91
2027-03-07,19,3.99
2027-03-07,20,1.02
2027-03-07,21,0.2
2027-03-07,22,0.03
2027-03-07,23,0.0
2027-03-07,24,0.0
2027-03-08,1,0.0
2027-03-08,2,0.0
2027-03-08,3,0.0
2027-03-08,4,0.0
2027-03-08,5,0.0
2027-03-08,6,0.01
2027-03-08,7,0.06
2027-03-08,8,0.4
2027-03-08,9,1.92
2027-03-08,10,7.09
2027-03-08,11,20.07
2027-03-08,12,43.49
2027-03-08,13,72.18
2027-03-08,14,91.76
2027-03-08,15,89.34
2027-03-08,16,66.63
2027-03-08,17,38.06
2027-03-08,18,16.65
2027-03-08,19,5.58
2027-03-08,20,1.43
2027-03-08,21,0.28
2027-03-08,22,0.04
2027-03-08,23,0.0
2027-03-08,24,0.0
2027-03-09,1,0.0
2027-03-09,2,0.0
2027-03-09,3,0.0
2027-03-09,4,0.0
2027-03-09,5,0.0
2027-03-09,6,0.01
2027-03-09,7,0.06
2027-03-09,8,0.39
2027-03-09,9,1.9
2027-03-09,10,7.02
2027-03-09,11,19.85
2027-03-09,12,43.01
2027-03-09,13,71.39
2027-03-09,14,90.76
2027-03-09,15,88.37
2027-03-09,16,65.9
2027-03-09,17,37.64
2027-03-09,18,16.47
2027-03-09,19,5.52
2027-03-09,20,1.42
2027-03-09,21,0.28
2027-03-09,22,0.04
2027-03-09,23,0.0
2027-03-09,24,0.0
2027-03-10,1,0.0
2027-03-10,2,0.0
2027-03-10,3,0.0
2027-03-10,4,0.0
2027-03-10,5,0.0
2027-03-10,6,0.01
2027-03-10,7,0.05
2027-03-10,8,0.3
2027-03-10,9,1.46
2027-03-10,10,5.39
2027-03-10,11,15.24
2027-03-10,12,33.03
2027-03-10,13,54.82
2027-03-10,14,69.7
2027-03-10,15,67.86
2027-03-10,16,50.61
2027-03-10,17,28.91
2027-03-10,18,12.65
2027-03-10,19,4.24
2027-03-10,20,1.09
2027-03-10,21,0.21
2027-03-10,22,0.03
2027-03-10,23,0.0
2027-03-10,24,0.0
2027-03-11,1,0.0
2027-03-11,2,0.0
2027-03-11,3,0.0
2027-03-11,4,0.0
2027-03-11,5,0.0
2027-03-11,6,0.01
2027-03-11,7,0.08
2027-03-11,8,0.49
2027-03-11,9,2.37
2027-03-11,10,8.75
2027-03-11,11,24.75
2027-03-11,12,53.63
2027-03-11,13,89.01
2027-03-11,14,113.15
2027-03-11,15,110.17
2027-03-11,16,82.16
2027-03-11,17,46.93
2027-03-11,18,20.53
2027-03-11,19,6.88
2027-03-11,20,1.77
2027-03-11,21,0.35
2027-03-11,22,0.05
2027-03-11,23,0.01
2027-03-11,24,0.0
2027-03-12,1,0.0
2027-03-12,2,0.0
2027-03-12,3,0.0
2027-03-12,4,0.0
2027-03-12,5,0.0
2027-03-12,6,0.0
2027-03-12,7,0.04
2027-03-12,8,0.26
2027-03-12,9,1.24
2027-03-12,10,4.57
2027-03-12,11,12.93
2027-03-12,12,28.02
2027-03-12,13,46.51
2027-03-12,14,59.13
2027-03-12,15,57.58
2027-03-12,16,42.94
2027-03-12,17,24.53
2027-03-12,18,10.73
2027-03-12,19,3.6
2027-03-12,20,0.92
2027-03-12,21,0.18
2027-03-12,22,0.03
2027-03-12,23,0.0
2027-03-12,24,0.0
2027-03-13,1,0.0
2027-03-13,2,0.0
2027-03-13,3,0.0
2027-03-13,4,0.0
2027-03-13,5,0.0
2027-03-13,6,0.01
2027-03-13,7,0.08
2027-03-13,8,0.51
2027-03-13,9,2.46
2027-03-13,10,9.07
2027-03-13,11,25.67
2027-03-13,12,55.64
2027-03-13,13,92.34
2027-03-13,14,117.39
2027-03-13,15,114.3
2027-03-13,16,85.24
2027-03-13,17,48.69
2027-03-13,18,21.3
2027-03-13,19,7.14
2027-03-13,20,1.83
2027-03-13,21,0.36
2027-03-13,22,0.05
2027-03-13,23,0.01
2027-03-13,24,0.0
2027-03-14,1,0.0
2027-03-14,2,0.0
2027-03-14,3,0.0
2027-03-14,4,0.0
2027-03-14,5,0.0
2027-03-14,6,0.01
2027-03-14,7,0.05
2027-03-14,8,0.3
2027-03-14,9,1.47
2027-03-14,10,5.41
2027-03-14,11,15.32
2027-03-14,12,33.2
2027-03-14,13,55.1
2027-03-14,14,70.05
2027-03-14,15,68.2
2027-03-14,16,50.86
2027-03-14,17,29.05
2027-03-14,18,12.71
2027-03-14,19,4.26
2027-03-14,20,1.09
2027-03-14,21,0.21
2027-03-14,22,0.03
2027-03-14,23,0.0
2027-03-14,24,0.0
2027-03-15,1,0.0
2027-03-15,2,0.0
2027-03-15,3,0.0
2027-03-15,4,0.0
2027-03-15,5,0.0
2027-03-15,6,0.01
2027-03-15,7,0.07
2027-03-15,8,0.44
2027-03-15,9,2.11
2027-03-15,10,7.81
2027-03-15,11,22.08
2027-03-15,12,47.85
2027-03-15,13,79.43
2027-03-15,14,100.97
2027-03-15,15,98.31
2027-03-15,16,73.32
2027-03-15,17,41.88
2027-03-15,18,18.32
2027-03-15,19,6.14
2027-03-15,20,1.58
2027-03-15,21,0.31
2027-03-15,22,0.05
2027-03-15,23,0.01
2027-03-15,24,0.0
2027-03-16,1,0.0
2027-03-16,2,0.0
2027-03-16,3,0.0
2027-03-16,4,0.0
2027-03-16,5,0.0
2027-03-16,6,0.01
2027-03-16,7,0.07
2027-03-16,8,0.42
2027-03-16,9,2.03
2027-03-16,10,7.48
2027-03-16,11,21.17
2027-03-16,12,45.88
2027-03-16,13,76.14
2027-03-16,14,96.8
2027-03-16,15,94.25
2027-03-16,16,70.29
2027-03-16,17,40.15
2027-03-16,18,17.57
2027-03-16,19,5.89
2027-03-16,20,1.51
2027-03-16,21,0.3
2027-03-16,22,0.04
2027-03-16,23,0.01
2027-03-16,24,0.0
2027-03-17,1,0.0
2027-03-17,2,0.0
2027-03-17,3,0.0
2027-03-17,4,0.0
2027-03-17,5,0.0
2027-03-17,6,0.01
2027-03-17,7,0.05
2027-03-17,8,0.33
2027-03-17,9,1.61
2027-03-17,10,5.93
2027-03-17,11,16.79
2027-03-17,12,36.38
2027-03-17,13,60.38
2027-03-17,14,76.76
2027-03-17,15,74.74
2027-03-17,16,55.74
2027-03-17,17,31.84
2027-03-17,18,13.93
2027-03-17,19,4.67
2027-03-17,20,1.2
2027-03-17,21,0.24
2027-03-17,22,0.04
2027-03-17,23,0.0
2027-03-17,24,0.0
2027-03-18,1,0.0
2027-03-18,2,0.0
2027-03-18,3,0.0
2027-03-18,4,0.0
2027-03-18,5,0.0
2027-03-18,6,0.01
2027-03-18,7,0.08
2027-03-18,8,0.53
2027-03-18,9,2.55
2027-03-18,10,9.4
2027-03-18,11,26.6
2027-03-18,12,57.64
2027-03-18,13,95.67
2027-03-18,14,121.62
2027-03-18,15,118.42
2027-03-18,16,88.31
2027-03-18,17,50.45
2027-03-18,18,22.07
2027-03-18,19,7.4
2027-03-18,20,1.9
2027-03-18,21,0.37
2027-03-18,22,0.06
2027-03-18,23,0.01
2027-03-18,24,0.0
2027-03-19,1,0.0
2027-03-19,2,0.0
2027-03-19,3,0.0
2027-03-19,4,0.0
2027-03-19,5,0.0
2027-03-19,6,0.01
2027-03-19,7,0.04
2027-03-19,8,0.28
2027-03-19,9,1.34
2027-03-19,10,4.95
2027-03-19,11,14.01
2027-03-19,12,30.37
2027-03-19,13,50.4
2027-03-19,14,64.07
2027-03-19,15,62.39
2027-03-19,16,46.53
2027-03-19,17,26.58
2027-03-19,18,11.63
2027-03-19,19,3.9
2027-03-19,20,1.0
2027-03-19,21,0.2
2027-03-19,22,0.03
2027-03-19,23,0.0
2027-03-19,24,0.0
2027-03-20,1,0.0
2027-03-20,2,0.0
2027-03-20,3,0.0
2027-03-20,4,0.0
2027-03-20,5,0.0
2027-03-20,6,0.01
2027-03-20,7,0.09
2027-03-20,8,0.55
2027-03-20,9,2.67
2027-03-20,10,9.85
2027-03-20,11,27.86
2027-03-20,12,60.37
2027-03-20,13,100.21
2027-03-20,14,127.39
2027-03-20,15,124.03
2027-03-20,16,92.5
2027-03-20,17,52.84
2027-03-20,18,23.12
2027-03-20,19,7.75
2027-03-20,20,1.99
2027-03-20,21,0.39
2027-03-20,22,0.06
2027-03-20,23,0.01
2027-03-20,24,0.0
2027-03-21,1,0.0
2027-03-21,2,0.0
2027-03-21,3,0.0
2027-03-21,4,0.0
2027-03-21,5,0.0
2027-03-21,6,0.01
2027-03-21,7,0.05
2027-03-21,8,0.32
2027-03-21,9,1.56
2027-03-21,10,5.75
2027-03-21,11,16.28
2027-03-21,12,35.28
2027-03-21,13,58.56
2027-03-21,14,74.44
2027-03-21,15,72.48
2027-03-21,16,54.06
2027-03-21,17,30.88
2027-03-21,18,13.51
2027-03-21,19,4.53
2027-03-21,20,1.16
2027-03-21,21,0.23
2027-03-21,22,0.03
2027-03-21,23,0.0
2027-03-21,24,0.0
2027-03-22,1,0.0
2027-03-22,2,0.0
2027-03-22,3,0.0
2027-03-22,4,0.0
2027-03-22,5,0.0
2027-03-22,6,0.01
2027-03-22,7,0.08
2027-03-22,8,0.48
2027-03-22,9,2.31
2027-03-22,10,8.54
2027-03-22,11,24.17
2027-03-22,12,52.37
2027-03-22,13,86.91
2027-03-22,14,110.49
2027-03-22,15,107.58
2027-03-22,16,80.23
2027-03-22,17,45.83
2027-03-22,18,20.05
2027-03-22,19,6.72
2027-03-22,20,1.72
2027-03-22,21,0.34
2027-03-22,22,0.05
2027-03-22,23,0.01
2027-03-22,24,0.0
2027-03-23,1,0.0
2027-03-23,2,0.0
2027-03-23,3,0.0
2027-03-23,4,0.0
2027-03-23,5,0.0
2027-03-23,6,0.01
2027-03-23,7,0.07
2027-03-23,8,0.45
2027-03-23,9,2.15
2027-03-23,10,7.94
2027-03-23,11,22.45
2027-03-23,12,48.66
2027-03-23,13,80.76
2027-03-23,14,102.67
2027-03-23,15,99.97
2027-03-23,16,74.55
2027-03-23,17,42.58
2027-03-23,18,18.63
2027-03-23,19,6.24
2027-03-23,20,1.6
2027-03-23,21,0.32
2027-03-23,22,0.05
2027-03-23,23,0.01
2027-03-23,24,0.0
2027-03-24,1,0.0
2027-03-24,2,0.0
2027-03-24,3,0.0
2027-03-24,4,0.0
2027-03-24,5,0.0
2027-03-24,6,0.01
2027-03-24,7,0.06
2027-03-24,8,0.37
2027-03-24,9,1.76
2027-03-24,10,6.5
2027-03-24,11,18.4
2027-03-24,12,39.87
2027-03-24,13,66.18
2027-03-24,14,84.13
2027-03-24,15,81.91
2027-03-24,16,61.09
2027-03-24,17,34.89
2027-03-24,18,15.27
2027-03-24,19,5.12
2027-03-24,20,1.31
2027-03-24,21,0.26
2027-03-24,22,0.04
2027-03-24,23,0.0
2027-03-24,24,0.0
2027-03-25,1,0.0
2027-03-25,2,0.0
2027-03-25,3,0.0
2027-03-25,4,0.0
2027-03-25,5,0.0
2027-03-25,6,0.01
2027-03-25,7,0.09
2027-03-25,8,0.56
2027-03-25,9,2.72
2027-03-25,10,10.05
2027-03-25,11,28.42
2027-03-25,12,61.59
2027-03-25,13,102.22
2027-03-25,14,129.95
2027-03-25,15,126.53
2027-03-25,16,94.36
2027-03-25,17,53.9
2027-03-25,18,23.58
2027-03-25,19,7.9
2027-03-25,20,2.03
2027-03-25,21,0.4
2027-03-25,22,0.06
2027-03-25,23,0.01
2027-03-25,24,0.0
2027-03-26,1,0.0
2027-03-26,2,0.0
2027-03-26,3,0.0
2027-03-26,4,0.0
2027-03-26,5,0.0
2027-03-26,6,0.01
2027-03-26,7,0.05
2027-03-26,8,0.3
2027-03-26,9,1.45
2027-03-26,10,5.34
2027-03-26,11,15.12
2027-03-26,12,32.77
2027-03-26,13,54.39
2027-03-26,14,69.14
2027-03-26,15,67.32
2027-03-26,16,50.21
2027-03-26,17,28.68
2027-03-26,18,12.55
2027-03-26,19,4.2
2027-03-26,20,1.08
2027-03-26,21,0.21
2027-03-26,22,0.03
2027-03-26,23,0.0
2027-03-26,24,0.0
2027-03-27,1,0.0
2027-03-27,2,0.0
2027-03-27,3,0.0
2027-03-27,4,0.0
2027-03-27,5,0.0
2027-03-27,6,0.01
2027-03-27,7,0.09
2027-03-27,8,0.6
2027-03-27,9,2.88
2027-03-27,10,10.62
2027-03-27,11,30.05
2027-03-27,12,65.12
2027-03-27,13,108.08
2027-03-27,14,137.4
2027-03-27,15,133.79
2027-03-27,16,99.77
2027-03-27,17,56.99
2027-03-27,18,24.93
2027-03-27,19,8.36
2027-03-27,20,2.14
2027-03-27,21,0.42
2027-03-27,22,0.06
2027-03-27,23,0.01
2027-03-27,24,0.0
2027-03-28,1,0.0
2027-03-28,2,0.0
2027-03-28,3,0.0
2027-03-28,4,0.0
2027-03-28,5,0.01
2027-03-28,6,0.05
2027-03-28,7,0.34
2027-03-28,8,1.65
2027-03-28,9,6.09
2027-03-28,10,17.22
2027-03-28,11,37.31
2027-03-28,12,61.93
2027-03-28,13,78.73
2027-03-28,14,76.66
2027-03-28,15,57.17
2027-03-28,16,32.66
2027-03-28,17,14.29
2027-03-28,18,4.79
2027-03-28,19,1.23
2027-03-28,20,0.24
2027-03-28,21,0.04
2027-03-28,22,0.0
2027-03-28,23,0.0
2027-03-29,1,0.0
2027-03-29,2,0.0
2027-03-29,3,0.0
2027-03-29,4,0.0
2027-03-29,5,0.0
2027-03-29,6,0.01
2027-03-29,7,0.08
2027-03-29,8,0.52
2027-03-29,9,2.52
2027-03-29,10,9.29
2027-03-29,11,26.29
2027-03-29,12,56.96
2027-03-29,13,94.54
2027-03-29,14,120.19
2027-03-29,15,117.03
2027-03-29,16,87.27
2027-03-29,17,49.85
2027-03-29,18,21.81
2027-03-29,19,7.31
2027-03-29,20,1.88
2027-03-29,21,0.37
2027-03-29,22,0.06
2027-03-29,23,0.01
2027-03-29,24,0.0
2027-03-30,1,0.0
2027-03-30,2,0.0
2027-03-30,3,0.0
2027-03-30,4,0.0
2027-03-30,5,0.0
2027-03-30,6,0.01
2027-03-30,7,0.07
2027-03-30,8,0.47
2027-03-30,9,2.27
2027-03-30,10,8.37
2027-03-30,11,23.68
2027-03-30,12,51.31
2027-03-30,13,85.16
2027-03-30,14,108.26
2027-03-30,15,105.41
2027-03-30,16,78.61
2027-03-30,17,44.9
2027-03-30,18,19.65
2027-03-30,19,6.58
2027-03-30,20,1.69
2027-03-30,21,0.33
2027-03-30,22,0.05
2027-03-30,23,0.01
2027-03-30,24,0.0
2027-03-31,1,0.0
2027-03-31,2,0.0
2027-03-31,3,0.0
2027-03-31,4,0.0
2027-03-31,5,0.0
2027-03-31,6,0.01
2027-03-31,7,0.06
2027-03-31,8,0.4
2027-03-31,9,1.92
2027-03-31,10,7.09
2027-03-31,11,20.06
2027-03-31,12,43.46
2027-03-31,13,72.14
2027-03-31,14,91.7
